score,Insu R1,Insu R2,Insu R3,SC Tap1,SC Tap2,SC Tap3,R12.1,R12.2,R12.3,R12.4,R12.5,R12.6,R12.7,R12.8,R12.9,R12.10,R12.11,R12.12,R12.13,R12.14,R12.15,R12.16,R12.17,R23.1,R23.2,R23.3,R23.4,R23.5,R23.6,R23.7,R23.8,R23.9,R23.10,R23.11,R23.12,R23.13,R23.14,R23.15,R23.16,R23.17,R31.1,R31.2,R31.3,R31.4,R31.5,R31.6,R31.7,R31.8,R31.9,R31.10,R31.11,R31.12,R31.13,R31.14,R31.15,R31.16,R31.17,x10,x20,x30,Cap HL,Tan HL,Cap LH,Tan LH,BD Main,BD OLTC,Bush1 cap,Bush1 tan,Bush2 cap,Bush2 tan,Bush3 cap,Bush3 tan,Surge1 loss,Surge1 leak,Surge2 loss,Surge2 leak,Surge3 loss,Surge3 leak,CO2,C2H4,C2H2,C2H6,CH4,CO,C3H6,C3H8,H2,O2,N2
89.19166667,1.497005988,4.668049793,2.162907268,100.4883333,78.77833333,61.516,9.4949,9.3872,9.2794,9.1717,9.064,8.9563,8.8485,8.7407,8.633,8.5253,8.4175,8.3098,8.2021,8.0943,7.9866,7.8789,7.7712,9.4951,9.3875,9.2797,9.172,9.0642,8.9564,8.8487,8.7409,8.6332,8.5254,8.4177,8.31,8.2023,8.0946,7.9868,7.8791,7.7714,9.495,9.3873,9.2795,9.1718,9.0641,8.9563,8.8486,8.7408,8.6331,8.5254,8.4177,8.31,8.2023,8.0946,7.9869,7.8792,7.7714,21.25,30.04,27.09,12.5646,0.1013,22.0311,0.111,86.26666667,56.55,254.227,0.2286,254.915,0.1999,251.483,0.2288,122.1,0,124.3,0,119.7,0,2399,5,0,225,84,186,39,176,11,5145,5058
87.45833333,2.870967742,1.872727273,1.913043478,101.8033333,79.86833333,62.35566667,9.486,9.3785,9.271,9.1637,9.0561,8.9488,8.8411,8.7334,8.6262,8.5184,8.4107,8.3031,8.1953,8.088,7.9806,7.8732,7.7655,9.4863,9.3787,9.2711,9.1638,9.0561,8.9487,8.8412,8.7334,8.626,8.5185,8.4107,8.303,8.1952,8.0877,7.9805,7.873,7.7652,9.4861,9.3786,9.2711,9.1639,9.0563,8.9488,8.8412,8.7334,8.626,8.5183,8.4109,8.3032,8.1955,8.0881,7.9806,7.8729,7.7653,58.18,58.44,66.78,12.6029,0.1212,22.5513,0.1323,54.73333333,81.55,287.788,0.3075,287.821,0.6777,286.914,0.4372,73.1,0,73.2,0,69.3,0,2095,7,0,109,101,214,52,80,0,3300,5208
89.33333333,2.488888889,1.80141844,1.889952153,101.41,79.53466667,62.15533333,9.4859,9.3783,9.2707,9.1637,9.0563,8.9485,8.841,8.7332,8.6255,8.5181,8.4107,8.3031,8.1952,8.0879,7.9805,7.8728,7.7654,9.4859,9.3786,9.2708,9.1638,9.0564,8.9485,8.841,8.7336,8.6259,8.5183,8.4109,8.3032,8.1952,8.088,7.9807,7.873,7.7653,9.4862,9.3785,9.2709,9.1637,9.0562,8.9487,8.8405,8.7334,8.6259,8.5183,8.4108,8.3029,8.1953,8.0879,7.9805,7.8728,7.7653,26.89,25.98,28.17,12.3724,0.0961,22.2091,0.1421,80.61666667,69.56666667,250.736,0.2164,251.422,0.2061,252.434,0.2239,62.1,10,64.9,10,63,10,7680,5,0,190,109,220,47,143,13,3013,3268
90.66666667,3,3,3,101.8533333,79.85566667,62.36633333,9.4862,9.3784,9.2711,9.1637,9.0564,8.9487,8.8411,8.7334,8.6258,8.5183,8.4108,8.3031,8.1954,8.088,7.9805,7.8729,7.7653,9.4862,9.3784,9.2711,9.1639,9.0564,8.949,8.8415,8.7336,8.6261,8.5185,8.4108,8.3032,8.1953,8.0881,7.9807,7.873,7.7653,9.4862,9.3785,9.2684,9.1639,9.0563,8.9488,8.8414,8.7334,8.6259,8.5184,8.4108,8.3032,8.1953,8.0879,7.9805,7.8729,7.7653,26.57,25.91,26.03,12.4565,0.1174,22.153,0.1224,79.68333333,85.55,251.645,0.228,251.601,0.2309,252.41,0.2533,70.7,0,78.7,0,72.2,0,4192,4,0,256,132,260,27,184,0,13683,82934
85.58333333,1.80385289,1.607142857,2.862745098,102.14,80.11966667,62.472,9.4963,9.3829,9.2754,9.1673,9.0598,8.9521,8.8443,8.7364,8.629,8.5213,8.4133,8.3057,8.198,8.0901,7.9828,7.875,7.7671,9.4907,9.3835,9.2754,9.1677,9.0601,8.9522,8.8444,8.7368,8.6294,8.5212,8.4138,8.3062,8.1982,8.0908,7.9829,7.8752,7.7678,9.4904,9.3831,9.2753,9.1676,9.0601,8.9523,8.8442,8.7371,8.6291,8.5215,8.414,8.3056,8.1988,8.0907,7.9828,7.8756,7.7678,18.89,19.41,18.16,12.5123,0.1069,22.0082,0.1122,87.73333333,41.51666667,251.206,0.228,251.554,0.2265,253.51,0.3824,66.8,0,68.9,0,62.9,0,6259,5,0,245,120,199,171,0,0,3318,48382
89.33333333,,2,,102.11,80.11,62.51766667,9.49,9.3824,9.2739,9.1689,9.0592,8.9503,8.8409,8.739,8.6279,8.5195,8.4118,8.3031,8.1974,8.0851,7.9812,7.871,7.7672,9.4902,9.3823,9.2746,9.1668,9.0592,8.9516,8.8438,8.736,8.6284,8.5207,8.4128,8.3054,8.1976,8.0898,7.9824,7.875,7.7669,9.4896,9.3822,9.2743,9.1663,9.0591,8.9511,8.8432,8.7355,8.628,8.519,8.4129,8.3051,8.197,8.0893,7.9817,7.8743,7.7663,22.81,29.31,24.75,9.0911,0.1358,17.9648,0.0832,95.91666667,86.6,176.57,0.4282,180.228,0.5952,176.769,0.446,35.2,0,37.8,0,37.5,0,1203,8,0,306,129,194,205,0,0,14191,10149
90.26666667,2.955082742,1.886446886,1.118577075,101.7466667,79.707,62.23133333,9.4864,9.3787,9.2712,9.1641,9.0566,8.9491,8.8414,8.7338,8.6261,8.5186,8.411,8.3031,8.1955,8.0882,7.9806,7.8731,7.7655,9.4863,9.3785,9.2709,9.164,9.0564,8.9487,8.8412,8.7336,8.626,8.5185,8.4109,8.3032,8.1954,8.0882,7.9807,7.8731,7.7654,9.4866,9.3788,9.2712,9.164,9.0566,8.949,8.8413,8.7336,8.6263,8.5186,8.4107,8.3034,8.1956,8.0881,7.9807,7.873,7.7655,34.35,34.75,34,12.2743,0.1054,22.3007,0.1283,92.8,80.93333333,252.638,0.2383,256.316,0.2657,255.796,0.2426,88.7,0,86.2,0,86.3,0,1716,8,0,226,123,210,31,155,0,1569,59243
92.93333333,2.025352113,1.803977273,1.483146067,102.3066667,80.21966667,62.56066667,9.4863,9.3785,9.2711,9.1639,9.0562,8.9489,8.8413,8.7336,8.6261,8.5185,8.4108,8.3033,8.1956,8.088,7.9807,7.873,7.7655,9.4863,9.3786,9.271,9.1639,9.0565,8.9485,8.8411,8.7337,8.6262,8.5184,8.4108,8.3034,8.1954,8.0881,7.9807,7.8729,7.7654,9.4865,9.3788,9.2713,9.164,9.0566,8.9489,8.8413,8.7336,8.6261,8.5186,8.4108,8.3033,8.1955,8.0881,7.9807,7.8731,7.7653,33.29,33.74,33.17,12.3165,0.1087,22.1133,0.138,71.18333333,98.31666667,254.987,0.2371,255.363,0.2402,247.861,0.2262,118.6,0,121.7,0,115.8,0,3726,7,0,234,132,312,25,163,0,1424,60105
91.06666667,2.25,1.628415301,1.505175983,133.5166667,105.8133333,83.885,9.4754,9.3689,9.2579,9.1518,9.041,8.9347,8.8282,8.7218,8.6153,8.5091,8.3983,8.2915,8.1805,8.0744,7.968,7.8618,7.7555,9.4746,9.3683,9.2576,9.1513,9.0405,8.9343,8.8278,8.7215,8.6152,8.5088,8.3976,8.2913,8.1801,8.0741,7.9678,7.8613,7.7552,9.4754,9.3691,9.2579,9.1522,9.041,8.9348,8.8283,8.7218,8.6152,8.5092,8.3982,8.2917,8.1808,8.0746,7.9683,7.8619,7.7555,47.81,44.49,43,12.1613,0.0973,22.1154,0.14,77.43333333,65.66666667,249.212,0.2396,248.796,0.225,248.836,0.2406,61.3,0,60.2,0,57.4,0,11402,7,0,346,251,524,28,229,0,13335,92477
95.6,1.951672862,1.467889908,1.650759219,95.11583333,74.60223333,58.346,9.4869,9.3788,9.2714,9.1643,9.0566,8.949,8.8413,8.7338,8.6261,8.5187,8.4111,8.3032,8.1957,8.0882,7.9807,7.87352,7.7656,9.4866,9.3787,9.2711,9.1641,9.0566,8.9489,8.8414,8.7335,8.626,8.5187,8.4109,8.3034,8.1954,8.0883,7.9808,7.8732,7.7654,9.4865,9.3789,9.2712,9.1641,9.0566,8.9488,8.8414,8.7337,8.6262,8.5185,8.4109,8.3034,8.1956,8.0883,7.9809,7.8731,7.7655,25.53,25.46,26.02,12.2204,0.0943,21.9978,0.1522,93.4,72.5,254.637,0.2528,256.532,0.2344,249.218,0.3261,62.2,0,62.4,0,58.7,0,1880,8,0,227,143,351,24,150,0,825,52871
88,2.126789366,1.504854369,1.56892779,94.7825,74.3369,58.16266667,9.4866,9.3788,9.2712,9.1641,9.0567,8.9491,8.8416,8.7338,8.6264,8.5188,8.4112,8.3035,8.1958,8.0882,7.9807,7.8733,7.7656,9.4865,9.3788,9.2712,9.1641,9.0565,8.9489,8.8414,8.7337,8.6262,8.5186,8.411,8.3034,8.1958,8.0883,7.9807,7.8731,7.7657,9.4865,9.3781,9.2712,9.1641,9.0566,8.9488,8.8414,8.7336,8.6262,8.5186,8.411,8.3034,8.1955,8.0881,7.9806,7.873,7.7655,38.53,39.12,39.92,12.3928,0.108,23.0012,0.4761,,,257.877,0.4573,257.214,0.5227,257.095,0.2374,67.5,0,67.9,0,69.2,0,3768,8,0,179,130,256,23,118,0,9185,72653
92.13333333,1.372262774,8.375,2.417582418,101.3,79.44733333,62.06066667,9.4864,9.3792,9.2716,9.1641,9.0565,8.9494,8.8417,8.7337,8.6268,8.5189,8.4113,8.3033,8.196,8.0885,7.9808,7.8731,7.7656,9.4867,9.3788,9.271,9.1641,9.057,8.9488,8.8412,8.7342,8.6267,8.5191,8.4108,8.3037,8.1958,8.0884,7.9807,7.8733,7.7655,9.4872,9.3787,9.2714,9.1645,9.0564,8.9494,8.8413,8.7342,8.6259,8.519,8.4107,8.3034,8.1955,8.0882,7.9808,7.8728,7.7656,28.35,27.91,27.74,12.517,0.1009,22.5112,0.2684,93.85,82.18333333,260.277,0.2839,256.046,0.238,254.869,0.2348,65.1,0,66,0,62,0,8101,5,0,129,133,351,51,95,24,11889,6417
95.6,1.871428571,1.893442623,1.58125,101.11,79.28033333,61.905,9.4869,9.3788,9.2715,9.1644,9.0567,8.9493,8.8415,8.7339,8.6263,8.5189,8.4112,8.3035,8.1957,8.0883,7.981,7.8734,7.7657,9.4867,9.3791,9.2716,9.1643,9.0568,8.9493,8.8416,8.734,8.6263,8.5188,8.4113,8.3037,8.1958,8.0884,7.9809,7.8733,7.7657,9.4865,9.3791,9.2713,9.1643,9.0567,8.9492,8.8414,8.7339,8.6262,8.5186,8.4111,8.3034,8.1955,8.0882,7.9808,7.8732,7.7657,19.45,19.76,19.52,12.3085,0.1063,21.9787,0.1202,95.36666667,93.68333333,248.731,0.2312,256.655,0.2448,240.497,0.3809,76.1,0,75.6,0,73.3,0,6545,3,0,157,116,366,46,118,11,14189,5224
89.33333333,2.62962963,2.187919463,2.255319149,80.746,80.58,80.48666667,9.4864,9.379,9.2715,9.1641,9.0566,8.9492,8.8414,8.7339,8.6263,8.5188,8.4111,8.3034,8.1957,8.0883,7.9807,7.8732,7.7656,9.4867,9.3788,9.2711,9.164,9.0566,8.949,8.8416,8.7337,8.6263,8.5187,8.411,8.3035,8.1956,8.0883,7.9809,7.8733,7.7657,9.4865,9.379,9.2714,9.1641,9.0565,8.9491,8.8414,8.7337,8.6262,8.5187,8.4109,8.3036,8.1956,8.0883,7.9807,7.8732,7.7655,17.96,17.06,18.01,12.4201,0.108,22.3267,0.1314,98.23333333,76.21666667,255.344,0.2547,254.833,0.2467,256.035,0.3726,79.7,0,78.4,0,73.4,0,4672,6,0,8,33,161,37,21,0,3520,3361
89.33333333,2.144927536,1.54396728,1.884026258,80.97933333,80.36,80.87133333,9.4869,9.3792,9.2716,9.1644,9.0568,8.9417,8.8417,8.7339,8.6265,8.5181,8.4111,8.3035,8.1959,8.0884,7.9811,7.8734,7.7656,9.4865,9.3789,9.2714,9.164,9.0565,8.9493,8.8415,8.7338,8.6263,8.5188,8.411,8.3033,8.1958,8.0884,7.9809,7.8733,7.7657,9.4868,9.3791,9.2713,9.1642,9.0568,8.9492,8.8415,8.7338,8.6263,8.5188,8.4111,8.3034,8.1956,8.0883,7.9807,7.8734,7.7656,19.38,20.87,18.77,12.243,0.1027,22.659,0.1191,94.1,88.43333333,255.944,0.3089,250.616,0.143,255.322,0.3139,149.7,0,132,0,141.2,0,4996,6,0,10,38,216,34,19,0,11645,5614
85.44166667,2.530973451,2.077922078,2.145833333,100.95,79.182,61.84566667,9.4867,9.3788,9.2713,9.1643,9.0565,8.949,8.84136,8.7337,8.6263,8.5187,8.4111,8.3033,8.1955,8.088,7.9819,7.8733,7.7655,9.4866,9.3788,9.2711,9.1642,9.0564,8.9491,8.8415,8.7339,8.6262,8.5188,8.4111,8.3033,8.1957,8.0881,7.9808,7.8732,7.7659,9.4864,9.3789,9.2715,9.1643,9.0568,8.9492,8.8414,8.7338,8.6262,8.5188,8.4112,8.3034,8.1959,8.0884,7.9808,7.8731,7.7656,20.85,19.08,20.21,4.16499,0.1027,22.4923,0.1191,53.31666667,41.25,254.03,0.3089,245.59,0.143,244.709,0.3139,128.5,0,125.8,0,131.2,0,2930,6,0,83,99,125,21,58,35,2530,40904
93.86666667,2.548179872,1.863013699,2.033333333,100.9066667,79.13733333,61.81033333,9.4865,9.379,9.2714,9.1645,9.0569,8.9491,8.8415,8.734,8.6264,8.5187,8.411,8.3035,8.1957,8.0885,7.9808,7.8735,7.7656,9.4867,9.3791,9.2715,9.1643,9.0567,8.9491,8.8415,8.7339,8.6262,8.519,8.4109,8.3036,8.1958,8.0884,7.9808,7.8732,7.7657,9.4867,9.3789,9.2711,9.1642,9.0565,8.9489,8.8416,8.7339,8.6262,8.5188,8.4109,8.3036,8.1955,8.0882,7.9807,7.8735,7.7657,24.71,24.6,24.91,10.6028,0.0972,17.568,0.2096,83.06666667,70.68333333,205.117,0.3759,205.58,0.3805,205.047,0.3793,39.4,0,38,0,35.1,0,4477,6,0,160,152,417,22,104,46,3245,64104
86.8,1.837769328,1.403100775,1.741935484,100.91,79.14833333,61.897,9.4864,9.3789,9.2711,9.164,9.0564,8.9488,8.8413,8.7337,8.6263,8.5185,8.4111,8.3033,8.1955,8.0884,7.9807,7.8731,7.7657,9.4867,9.379,9.2712,9.1641,9.0566,8.949,8.8414,8.7336,8.6262,8.5188,8.4108,8.3033,8.1958,8.0882,7.9807,7.8731,7.7657,9.4864,9.3789,9.2711,9.1641,9.0564,8.9491,8.8414,8.7337,8.6261,8.5187,8.4109,8.3034,8.1954,8.0879,7.9804,7.8729,7.7652,22.02,23.5,25.7,10.8062,0.1032,18.2153,0.1502,70.33333333,88.95,205.129,0.3689,204.05,0.3544,206.805,0.3394,45.1,10,46.3,10,49.5,10,3688,5,0,166,140,473,21,113,33,1408,40909
84.66666667,1.617021277,1.162162162,1.504950495,100.85,79.13166667,61.85333333,9.4663,9.3787,9.2712,9.1639,9.0565,8.9487,8.8412,8.7336,8.6263,8.5185,8.4106,8.3033,8.1955,8.0881,7.9807,7.8731,7.7657,9.4866,9.3789,9.2712,9.1642,9.0564,8.9491,8.8416,8.7336,8.6262,8.5188,8.411,8.3033,8.1957,8.0882,7.9808,7.8733,7.7656,9.4864,9.3789,9.271,9.1639,9.0566,8.9487,8.8413,8.7337,8.6261,8.5183,8.4106,8.3031,8.1954,8.088,7.9806,7.873,7.7654,22.02,23.5,25.7,10.7669,0.1037,18.3407,0.1669,88.01666667,92.4,206.359,0.3767,205.521,0.3661,204.533,0.335,42.2,10,41.8,10,43.1,10,3602,5,0,7,34,220,17,15,24,1476,51137
93.73333333,2.25,1.628415301,1.505175983,98.73666667,77.08733333,59.944,9.5078,9.3978,9.2875,9.1776,9.0575,8.9572,8.8471,8.7367,8.6267,8.5168,8.4063,8.2962,8.1859,8.076,7.9661,7.8558,7.7456,9.5079,9.3976,9.2875,9.1776,9.0674,8.9574,8.8471,8.7368,8.6269,8.5167,8.4064,8.2963,8.186,8.0761,7.9663,7.8558,7.7456,9.5076,9.3976,9.2873,9.1775,9.0677,8.9574,8.8473,8.737,8.6268,8.5167,8.4065,8.2961,8.1857,8.0759,7.9659,7.8557,7.7456,23.41,24.28,23.57,10.973,0.0824,17.9416,0.0954,84.06666667,77.06666667,208.246,0.3607,207.536,0.333,207.616,0.3546,28.4,0,30.7,0,27.7,0,2958,3,0,4,13,918,14,0,0,14631,75011
89.19166667,2.424892704,1.585535466,1.603703704,103.4833333,80.53,63.80666667,9.5074,9.3972,9.2871,9.1767,9.0665,8.956,8.846,8.736,8.6258,8.5151,8.4053,8.2953,8.1847,8.0748,7.9644,7.8543,7.7438,9.5072,9.3967,9.2865,9.1764,9.0663,8.956,8.8458,8.7358,8.6253,8.5152,8.4054,8.2952,8.1847,8.0747,7.9643,7.8541,7.744,9.5072,9.3973,9.2866,9.1767,9.0663,8.9563,8.8464,8.7358,8.6255,8.5157,8.4055,8.295,8.1846,8.0748,7.9646,7.8543,7.7443,23.81,25.2,24.1,11.2346,0.106,18.1551,0.1161,56.58333333,89.66666667,209.792,0.5133,207.451,0.4512,213.653,0.6266,38.3,0,36.5,0,36.4,0,3817,6,0,5,15,1181,17,14,0,12813,73452
92.8,1.959314775,1.638361638,1.085106383,101.3566667,78.88666667,61.75666667,9.5079,9.3982,9.2872,9.1768,9.0668,8.9573,8.8465,8.7362,8.6261,8.5163,8.4054,8.2955,8.1857,8.0751,7.965,7.8546,7.7449,9.5169,9.3985,9.2881,9.1778,9.0679,8.9574,8.8472,8.7371,8.6269,8.5163,8.4062,8.2962,8.186,8.0757,7.9653,7.855,7.7449,9.5078,9.3976,9.2871,9.1776,9.067,8.9566,8.8464,8.7364,8.626,8.5161,8.4056,8.2954,8.1855,8.075,7.9649,7.855,7.7447,20.7,22.8,22.05,11.044,0.1847,19.2194,0.1579,82.35,77.1,205.949,0.1828,205.786,0.1887,267.875,0.1937,45,0,45.4,0,46.7,0,4524,3,0,4,13,1086,15,0,0,8403,51275
93.86666667,1.720472441,1.224350205,1.725856698,97.553,76.18533333,59.28033333,9.5076,9.3972,9.287,9.1773,9.0676,8.9571,8.8472,8.7365,8.6265,8.5166,8.4062,8.2959,8.1858,8.0758,7.9657,7.8557,7.7454,9.5069,9.3966,9.2869,9.1774,9.0672,8.9571,8.8465,8.7365,8.6261,8.5162,8.4059,8.2958,8.1854,8.0754,7.9654,7.8551,7.7452,9.5075,9.3979,9.2868,9.1777,9.0678,8.9575,8.8471,8.7369,8.6263,8.5168,8.4064,8.2962,8.1855,8.0757,7.9657,7.8555,7.7452,102.8,102.7,103.2,10.5444,0.0862,22.5816,0.0686,82.38333333,83.06666667,174.047,0.3644,172.855,0.3628,173.427,0.3767,27.2,0,29.5,0,28.6,0,11092,3,0,7,29,549,16,14,0,14118,81013
94.66666667,1.650118203,1.494699647,1.594029851,96.84666667,75.56866667,58.70266667,9.5075,9.398,9.2879,9.1774,9.068,8.9567,8.8478,8.7363,8.6275,8.5168,8.4069,8.2969,8.1865,8.0766,7.9665,7.8562,7.7452,9.5071,9.398,9.2872,9.177,9.0678,8.9581,8.8478,8.7374,8.6267,8.5164,8.4062,8.2959,8.1866,8.0756,7.9663,7.8555,7.7461,9.5091,9.3987,9.2885,9.1784,9.0683,8.9573,8.8461,8.7359,8.6253,8.5157,8.4072,8.2968,8.1851,8.0746,7.9654,7.8563,7.7461,24.83,24.53,24.12,10.6531,0.1245,21.4034,0.0953,94.58333333,85.81666667,172.846,0.3793,173.722,0.3873,172.974,0.3656,66.7,0,67.5,0,67.6,0,7570,0,0,6,24,782,15,14,0,3677,46869
96.53333333,2.241573034,1.801526718,2.623931624,98.09533333,76.57366667,59.49733333,9.5157,9.4054,9.291,9.1847,9.0744,8.9641,8.8537,8.7434,8.6331,8.5228,8.4125,8.3023,8.192,8.0817,7.9714,7.8611,7.7508,9.5153,9.405,9.2948,9.1844,9.0741,8.9638,8.8534,8.7433,8.6328,8.5226,8.4123,8.302,8.1917,8.0814,7.9711,7.8609,7.7506,9.5152,9.4049,9.2946,9.1844,9.0743,8.9638,8.8534,8.7431,8.6328,8.5226,8.4123,8.302,8.1918,8.0815,7.9713,7.861,7.7507,42.9,42.83,42.7,11.2965,0.1439,19.4817,0.1495,87.05,89.48333333,209.323,0.3545,208.695,0.3626,210.353,0.3601,32.2,0,30.6,0,30.2,0,5254,4,0,6,22,612,15,14,0,18547,91173
92.8,1.716814159,1.317220544,1.497695853,94.96766667,74.48866667,58.20403333,9.4829,9.3749,9.2672,9.1598,9.052,8.9442,8.8364,8.7284,8.6209,8.5131,8.4051,8.2974,8.1894,8.0818,7.9743,7.8665,7.7587,9.4835,9.3756,9.268,9.1606,9.0527,8.9449,8.837,8.729,8.6215,8.5139,8.4058,8.2978,8.1902,8.0825,7.9746,7.867,7.7593,9.4825,9.3745,9.2672,9.1595,9.0519,8.9443,8.8363,8.7282,8.6206,8.5129,8.4049,8.2972,8.1894,8.0816,7.9741,7.8662,7.7583,23.7,25.8,24.03,11.1847,0.1033,18.854,0.1829,79.4,70.3,207.629,0.3677,209.396,0.3677,208.985,0.3736,20.9,0,22.2,0,21.5,0,4386,7,0,263,146,430,26,197,0,4338,87693
92.93333333,1.457142857,1.215488215,1.390804598,94.48866667,74.093,57.873,9.483,9.37251,9.2672,9.1596,9.0518,8.944,8.8366,8.7285,8.6206,8.5132,8.4051,8.2976,8.1897,8.082,7.9744,7.8665,7.7586,9.4824,9.3744,9.267,9.1594,9.052,8.9438,8.836,8.7279,8.6204,8.5127,8.4049,8.297,8.1892,8.0817,7.974,7.8662,7.7585,9.4824,9.3746,9.2669,9.1596,9.0519,8.9442,8.8363,8.7282,8.6207,8.5131,8.405,8.2973,8.1898,8.0817,7.9741,7.8663,7.7584,23.94,24.4,24.68,11.3087,0.1171,19.2281,0.198,84.75,82.38333333,210.669,0.1603,211.7,0.1607,210.299,0.1837,27.3,0,34.7,0,34.2,0,4437,6,0,260,159,405,27,197,0,9319,68893
92.8,1.481481481,1.528,1.247030879,96.831,75.53,58.71966667,9.5072,9.3972,9.2868,9.1733,9.067,8.9567,8.8467,8.7367,8.6263,8.5164,8.4061,8.296,8.1856,8.0757,7.9656,7.8555,7.7452,9.5071,9.3971,9.2868,9.1771,9.0671,8.9567,8.8469,8.7364,8.6264,8.5163,8.4061,8.2957,8.1854,8.0756,7.9655,7.8554,7.7452,9.5079,9.3975,9.2874,9.1775,9.0675,8.9573,8.8472,8.7367,8.6268,8.5167,8.4063,8.2962,8.1859,8.076,7.9658,7.8557,7.7456,17.07,18.36,18.09,8.13345,0.1294,8.13348,0.1294,81.81666667,83.83333333,252.541,0.2281,250.109,0.219,249.584,0.2163,22.5,10,21.5,10,21.1,10,11702,0,0,5,23,478,16,14,0,16606,93583
92,1.41,1.22826087,1.426470588,96.843,75.606,58.77066667,9.5078,9.3977,9.2875,9.1778,9.0675,8.9576,8.8472,8.7371,8.627,8.5167,8.4064,8.2963,8.186,8.076,7.9661,7.8559,7.7456,9.5075,9.3973,9.287,9.1773,9.0672,8.9571,8.8468,8.7368,8.6265,8.5165,8.4062,8.296,8.1856,8.0758,7.9658,7.8556,7.7454,9.5079,9.3975,9.2874,9.1775,9.0675,8.9575,8.8471,8.737,8.6269,8.5165,8.4065,8.2964,8.186,8.0758,7.966,7.8557,7.7457,15.79,15.13,15.48,11.3451,0.1153,18.2437,0.14,89.61666667,86.38333333,210.429,0.2287,214.615,0.2366,210.463,0.2184,36.9,0,33.9,0,34,0,10920,0,0,6,28,421,17,14,0,12636,84191
89.33333333,1.779527559,1.811594203,1.570881226,96.47866667,75.299,58.528,9.5076,9.3973,9.2871,9.1774,9.0674,8.9571,8.8471,8.7368,8.6265,8.5166,8.4063,8.2961,8.1858,8.0757,7.9658,7.8557,7.7453,9.5067,9.3964,9.2864,9.1767,9.0665,8.9565,8.8464,8.736,8.6261,8.5162,8.4057,8.2955,8.1852,8.0755,7.9654,7.8554,7.7451,9.5076,9.3971,9.287,9.1773,9.0672,8.957,8.8468,8.7367,8.6265,8.5162,8.4062,8.2961,8.1857,8.0757,7.9656,7.8553,7.7433,22.07,21.45,20.83,10.8123,0.11,22.3841,0.1116,83.51666667,74.23333333,169.275,0.2429,169.578,0.2247,168.576,0.2324,34.8,0,35.3,0,34.2,0,5591,4,0,4,16,1141,14,13,0,2985,46920
89.33333333,1.986394558,0.447368421,1.028571429,98.527,77.123,60.171,9.5146,9.402,9.2802,9.1722,9.0648,8.9645,8.849,8.7556,8.639,8.526,8.4283,8.3212,8.204,8.105,7.9875,7.881,7.7716,9.495,9.3873,9.2796,9.1719,9.0642,8.9564,8.8486,8.7409,8.6331,8.5254,8.4177,8.31,8.2023,8.0946,7.9868,7.8791,7.7714,9.4949,9.3872,9.2795,9.1718,9.064,8.9563,8.8485,8.7408,8.633,8.5254,8.4177,8.31,8.2022,8.0946,7.9868,7.8792,7.7714,20.85,23.01,22.86,7.5735,0.209,15.1984,0.4595,88.45,79.93333333,261.73,0.1108,264.306,0.1088,261.963,0.2905,17.7,0,18.8,0,18.3,0,899,3,0,43,27,109,30,65,10,697,2050
93.73333333,1.828358209,1.661971831,1.173006135,96.35733333,75.19933333,58.449,9.5073,9.3971,9.2868,9.1774,9.0674,8.937,8.8468,8.7367,8.6266,8.5164,8.4063,8.2959,8.1858,8.0758,7.9659,7.8555,7.7455,9.5071,9.3971,9.2868,9.1774,9.0674,8.937,8.8468,8.7367,8.6266,8.5164,8.406,8.2959,8.1858,8.0758,7.9659,7.8555,7.7455,9.5075,9.3972,9.2869,9.1773,9.0672,8.957,8.8467,8.7366,8.6265,8.5162,8.4061,8.296,8.1854,8.0758,7.9657,7.8556,7.7453,20.55,20.39,20.15,10.7679,0.0877,22.1988,0.0661,80.75,83.75,176.481,0.3982,176.413,0.3854,176.26,0.3935,25.7,0,26.6,0,26.3,0,4976,3,0,4,13,1070,14,13,0,17127,85479
89.33333333,1.887850467,1.50533049,1.924528302,95.21133333,74.711,58.32566667,9.5141,9.4016,9.2942,9.1853,9.0791,8.9792,8.87,8.765,8.6552,8.5487,8.4357,8.3304,8.2166,8.1109,8.0083,7.8916,7.7892,9.484,9.3716,9.2683,9.161,9.0532,8.9454,8.8375,8.7296,8.6219,8.5141,8.4062,8.2985,8.1905,8.0828,7.9752,7.8674,7.7595,9.5042,9.439,9.3335,9.2239,9.1176,9.0073,8.8984,8.7915,8.6825,8.5705,8.4607,8.3533,8.2462,8.1418,8.0281,7.9227,7.8153,16.05,17.3,18.59,12.7122,0.112,22.3691,0.119,95.33333333,90.25,251.437,0.1277,254.402,0.1219,255.461,0.1164,22.22,0,20.49,0,21.06,0,3330,5,0,108,61,388,19,94,0,4519,52952
